ID_hecho,FECHA,AAAA,MM,DD,ROL,VICTIMA,SEXO,EDAD,FECHA_FALLECIMIENTO,ID,N_VICTIMAS,HH,TIPO_DE_CALLE,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,ACUSADO,UBICACION
2020-0003,2020-01-11,2020,1,11,PEATON,PEATON,MASCULINO,44,2020-01-11 00:00:00,2020-0003,1,6,AVENIDA,RIVADAVIA AV. y COMBATE DE LOS POZOS,3,-58.39337644,-34.60927582,PEATON-AUTO,AUTO,1.0
2020-0004,2020-01-14,2020,1,14,PEATON,PEATON,MASCULINO,82,2020-01-15 00:00:00,2020-0004,1,21,AVENIDA,RODRIGUEZ PEÃ‘A y RIVADAVIA AV.,1,-58.39055614,-34.60919284,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0005,2020-01-14,2020,1,14,CONDUCTOR,MOTO,MASCULINO,25,2020-02-10 00:00:00,2020-0005,1,6,AVENIDA,24 DE NOVIEMBRE y SAN JUAN AV.,3,-58.41036975,-34.62477021,MOTO-PASAJEROS,PASAJEROS,1.0
2020-0006,2020-01-20,2020,1,20,CONDUCTOR,MOTO,MASCULINO,23,2020-01-20 00:00:00,2020-0006,1,12,AVENIDA,LAFUENTE AV. 2250,8,-58.44925765,-34.65412546,MOTO-CARGAS,CARGAS,0.0
2020-0007,2020-01-27,2020,1,27,PEATON,PEATON,MASCULINO,52,2020-01-27 00:00:00,2020-0007,1,0,CALLE,CHILE y LIMA,1,-58.38156850,-34.61648696,PEATON-MOTO,MOTO,1.0
2020-0008,2020-01-30,2020,1,30,CONDUCTOR,MOTO,MASCULINO,49,2020-01-30 00:00:00,2020-0008,1,7,AVENIDA,"CORDOBA AV. y JAURES, JEAN",2,-58.40662899,-34.59804521,MOTO-CARGAS,CARGAS,1.0
2020-0009,2020-02-04,2020,2,4,PEATON,PEATON,MASCULINO,48,2020-02-05 00:00:00,2020-0009,1,14,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO",5,-58.41985649,-34.60600850,PEATON-AUTO,AUTO,1.0
2020-0011,2020-02-12,2020,2,12,CONDUCTOR,MOTO,MASCULINO,31,2020-02-12 00:00:00,2020-0011,1,11,CALLE,COLOMBRES 466,5,-58.41803309,-34.61823178,MOTO-CARGAS,CARGAS,0.0
2020-0012,2020-02-18,2020,2,18,PEATON,PEATON,FEMENINO,66,2020-02-18 00:00:00,2020-0012,1,21,CALLE,MEXICO 2860,3,-58.40604003,-34.61783553,PEATON-MOTO,MOTO,0.0
2020-0013,2020-02-20,2020,2,20,PEATON,PEATON,FEMENINO,58,2020-03-03 00:00:00,2020-0013,1,12,AVENIDA,COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.,15,-58.47549929,-34.57994061,PEATON-MOTO,MOTO,1.0
2020-0015,2020-02-28,2020,2,28,CONDUCTOR,MOTO,MASCULINO,29,2020-02-28 00:00:00,2020-0015,1,14,AVENIDA,BRASIL AV. y PASEO COLON AV.,1,-58.36797542,-34.62519403,MOTO-PASAJEROS,PASAJEROS,1.0
2020-0016,2020-02-29,2020,2,29,PEATON,PEATON,MASCULINO,68,2020-03-09 00:00:00,2020-0016,1,13,AVENIDA,"ALEM, LEANDRO N. AV. 770",1,-58.37133616,-34.59879316,PEATON-PASAJEROS,PASAJEROS,0.0
2020-0018,2020-03-09,2020,3,9,CONDUCTOR,MOTO,MASCULINO,31,2020-03-09 00:00:00,2020-0018,1,14,AVENIDA,"UDAONDO, GUILLERMO AV. 901",13,-58.44903073,-34.54200276,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2020-0019,2020-03-10,2020,3,10,PEATON,PEATON,FEMENINO,80,2020-03-10 00:00:00,2020-0019,1,21,CALLE,CONSTITUCION y CASTRO,5,-58.41972364,-34.62846670,PEATON-AUTO,AUTO,1.0
2020-0020,2020-03-13,2020,3,13,PEATON,PEATON,FEMENINO,74,2020-03-17 00:00:00,2020-0020,1,17,AVENIDA,"PUEYRREDON AV. y GOMEZ, VALENTIN",3,-58.40571596,-34.60557123,PEATON-MOTO,MOTO,1.0
2020-0021,2020-03-14,2020,3,14,PEATON,PEATON,FEMENINO,87,2020-03-14 00:00:00,2020-0021,1,16,CALLE,"BRAVO, MARIO 1279",2,-58.41451590,-34.59488319,PEATON-AUTO,AUTO,0.0
2020-0022,2020-04-07,2020,4,7,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,44,2020-04-07 00:00:00,2020-0022,1,6,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,9,-58.47297505,-34.66245085,AUTO-CARGAS,CARGAS,1.0
2020-0023,2020-04-09,2020,4,9,CONDUCTOR,AUTO,MASCULINO,44,2020-05-03 00:00:00,2020-0023,1,18,AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",4,-58.35791192,-34.63695178,AUTO-CARGAS,CARGAS,1.0
2020-0024,2020-04-24,2020,4,24,CONDUCTOR,AUTO,MASCULINO,53,2020-04-24 00:00:00,2020-0024,1,7,CALLE,MURGUIONDO 1339,9,-58.50801713,-34.65177305,AUTO-AUTO,AUTO,0.0
2020-0027,2020-05-18,2020,5,18,PEATON,PEATON,MASCULINO,76,2020-05-18 00:00:00,2020-0027,1,8,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",8,-58.48267426,-34.68454456,PEATON-CARGAS,CARGAS,1.0
2020-0028,2020-05-19,2020,5,19,PEATON,PEATON,MASCULINO,91,2020-05-23 00:00:00,2020-0028,1,10,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",15,-58.44248936,-34.60221948,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0029,2020-06-10,2020,6,10,PEATON,PEATON,MASCULINO,80,2020-06-12 00:00:00,2020-0029,1,14,GRAL PAZ,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",9,-58.52909134,-34.63886726,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0030,2020-06-16,2020,6,16,CONDUCTOR,MOTO,MASCULINO,40,2020-06-16 00:00:00,2020-0030,1,15,AVENIDA,SAN MARTIN AV. 1550,6,-58.45158942,-34.60646580,MULTIPLE,MULTIPLE,0.0
2020-0031,2020-06-30,2020,6,30,CONDUCTOR,MOTO,MASCULINO,29,2020-06-30 00:00:00,2020-0031,1,8,AVENIDA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",9,-58.49344309,-34.65788529,MOTO-CARGAS,CARGAS,1.0
2020-0032,2020-07-10,2020,7,10,CONDUCTOR,MOTO,MASCULINO,21,2020-07-10 00:00:00,2020-0032,1,23,AVENIDA,CORRIENTES AV. y SERRANO,15,-58.44259166,-34.59635137,MOTO-AUTO,AUTO,1.0
2020-0033,2020-07-19,2020,7,19,CONDUCTOR,AUTO,MASCULINO,32,2020-07-19 00:00:00,2020-0033,1,6,GRAL PAZ,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",13,-58.46743471,-34.53476874,AUTO-OBJETO FIJO,OBJETO FIJO,1.0
2020-0035,2020-08-04,2020,8,4,CONDUCTOR,MOTO,MASCULINO,40,2020-08-04 00:00:00,2020-0035,1,5,AUTOPISTA,AUTOPISTA 25 DE MAYO y PUMACAHUA,7,-58.45068621,-34.63638927,MOTO-PASAJEROS,PASAJEROS,
2020-0036,2020-08-07,2020,8,7,PEATON,PEATON,MASCULINO,72,2020-08-22 00:00:00,2020-0036,1,18,AVENIDA,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",14,-58.42016954,-34.58778790,PEATON-MOTO,MOTO,1.0
2020-0037,2020-08-29,2020,8,29,PEATON,PEATON,MASCULINO,38,2020-08-29 00:00:00,2020-0037,1,4,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8,-58.43850413,-34.65554754,PEATON-AUTO,AUTO,1.0
2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,46,2020-08-30 00:00:00,2020-0038,2,4,AVENIDA,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,1.0
2020-0038,2020-08-30,2020,8,30,CONDUCTOR,AUTO,MASCULINO,64,2020-08-30 00:00:00,2020-0038,2,4,AVENIDA,"LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",14,-58.40617526,-34.58345898,AUTO-AUTO,AUTO,1.0
2020-0039,2020-09-01,2020,9,1,PEATON,PEATON,MASCULINO,44,2020-09-01 00:00:00,2020-0039,1,19,CALLE,MURGUIONDO,9,.,.,PEATON-CARGAS,CARGAS,
2020-0041,2020-09-28,2020,9,28,CONDUCTOR,MOTO,MASCULINO,34,2020-09-28 00:00:00,2020-0041,1,1,AVENIDA,"CURAPALIGUE y PERON, EVA AV.",7,-58.44750470,-34.63491705,MOTO-PASAJEROS,PASAJEROS,1.0
2020-0042,2020-09-29,2020,9,29,PEATON,PEATON,FEMENINO,53,2020-09-29 00:00:00,2020-0042,1,17,AVENIDA,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",8,-58.46745752,-34.68192648,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0043,2020-09-30,2020,9,30,PEATON,PEATON,MASCULINO,64,2020-09-30 00:00:00,2020-0043,1,17,AVENIDA,"ALEM, LEANDRO N. AV. y PARAGUAY",1,-58.37202621,-34.59717942,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0044,2020-10-05,2020,10,5,CONDUCTOR,AUTO,MASCULINO,43,2020-10-05 00:00:00,2020-0044,1,0,AVENIDA,LA PLATA AV. e INDEPENDENCIA AV.,6,-58.42779702,-34.62207347,AUTO-AUTO,AUTO,1.0
2020-0045,2020-10-19,2020,10,19,CONDUCTOR,AUTO,MASCULINO,50,2020-10-19 00:00:00,2020-0045,1,3,GRAL PAZ,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",8,-58.46244952,-34.70524971,AUTO-CARGAS,CARGAS,1.0
2020-0046,2020-10-27,2020,10,27,CONDUCTOR,MOTO,MASCULINO,41,2020-10-27 00:00:00,2020-0046,1,21,AVENIDA,"NAZCA AV. y CARRANZA, ADOLFO P.",11,-58.48440160,-34.60776782,MOTO-MOTO,MOTO,1.0
2020-0047,2020-10-27,2020,10,27,PEATON,PEATON,MASCULINO,15,2020-10-27 00:00:00,2020-0047,1,14,AUTOPISTA,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,9,-58.46668375,-34.65174801,PEATON-CARGAS,CARGAS,1.0
2020-0048,2020-10-29,2020,10,29,CONDUCTOR,MOTO,MASCULINO,41,2020-10-29 00:00:00,2020-0048,1,20,AVENIDA,DORREGO AV. 614,15,-58.44958780,-34.59322448,MOTO-OBJETO FIJO,OBJETO FIJO,0.0
2020-0049,2020-10-30,2020,10,30,PEATON,PEATON,MASCULINO,36,2020-10-30 00:00:00,2020-0049,1,20,AVENIDA,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-58.37533517,-34.59276462,PEATON-AUTO,AUTO,1.0
2020-0050,2020-11-01,2020,11,1,PEATON,PEATON,FEMENINO,28,2020-11-01 00:00:00,2020-0050,1,22,AVENIDA,SANTA FE AV. y GODOY CRUZ,14,-58.42525456,-34.57866344,PEATON-MOTO,MOTO,1.0
2020-0051,2020-11-05,2020,11,5,CONDUCTOR,MOTO,MASCULINO,49,2020-11-05 00:00:00,2020-0051,1,0,AVENIDA,AVELLANEDA AV. y MERCEDES,10,-58.48493828,-34.62981124,MOTO-AUTO,AUTO,1.0
2020-0052,2020-11-07,2020,11,7,CICLISTA,BICICLETA,MASCULINO,44,2020-11-07 00:00:00,2020-0052,1,6,AVENIDA,TUCUMAN y PUEYRREDON AV.,3,-58.40480504,-34.60183884,BICICLETA-CARGAS,CARGAS,1.0
2020-0053,2020-11-09,2020,11,9,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27,2020-11-09 00:00:00,2020-0053,1,3,AVENIDA,"ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",4,-58.41125934,-34.65417740,AUTO-AUTO,AUTO,1.0
2020-0054,2020-11-19,2020,11,19,CICLISTA,BICICLETA,MASCULINO,59,2020-11-23 00:00:00,2020-0054,1,9,CALLE,INCLAN y ALBERTI,4,-58.39956546,-34.62977080,BICICLETA-AUTO,AUTO,1.0
2020-0055,2020-11-19,2020,11,19,PEATON,PEATON,MASCULINO,91,2020-12-11 00:00:00,2020-0055,1,12,AVENIDA,OLAZABAL AV. 5437,12,-58.49005682,-34.57868970,PEATON-CARGAS,CARGAS,0.0
2020-0056,2020-11-21,2020,11,21,CONDUCTOR,MOTO,FEMENINO,34,2020-11-21 00:00:00,2020-0056,1,13,GRAL PAZ,"PAZ, GRAL. AV. y ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,MOTO-CARGAS,CARGAS,1.0
2020-0057,2020-11-23,2020,11,23,PEATON,PEATON,MASCULINO,84,2020-11-23 00:00:00,2020-0057,1,7,AVENIDA,"NAZCA AV. y VIALE, LUIS",11,-58.47501560,-34.61945902,PEATON-AUTO,AUTO,1.0
2020-0058,2020-11-24,2020,11,24,PEATON,PEATON,MASCULINO,57,2020-11-25 00:00:00,2020-0058,1,16,AVENIDA,"OLIVERA AV. y FALCON, RAMON L.,CNEL.",10,-58.48727942,-34.63652467,PEATON-AUTO,AUTO,1.0
2020-0059,2020-12-01,2020,12,1,PEATON,PEATON,FEMENINO,49,2020-12-14 00:00:00,2020-0059,1,6,CALLE,BRASIL 1100,1,-58.37951690,-34.62794241,PEATON-PASAJEROS,PASAJEROS,0.0
2020-0060,2020-12-03,2020,12,3,PEATON,PEATON,FEMENINO,69,2020-12-03 00:00:00,2020-0060,1,20,AVENIDA,"HOMERO y PERON, EVA AV.",9,-58.47750832,-34.65672199,PEATON-MOTO,MOTO,1.0
2020-0061,2020-12-03,2020,12,3,CONDUCTOR,MOTO,MASCULINO,45,2020-12-04 00:00:00,2020-0061,1,14,AUTOPISTA,"CANTILO, INT. y UDAONDO, GUILLERMO AV.",13,-58.44927253,-34.54048625,MOTO-CARGAS,CARGAS,1.0
2020-0062,2020-12-04,2020,12,4,CICLISTA,BICICLETA,MASCULINO,47,2020-12-04 00:00:00,2020-0062,1,17,CALLE,MORENO 1845,3,-58.39246272,-34.61253541,BICICLETA-PASAJEROS,PASAJEROS,0.0
2020-0065,2020-12-05,2020,12,5,CONDUCTOR,MOTO,MASCULINO,24,2020-12-06 00:00:00,2020-0065,1,16,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-AUTO,AUTO,1.0
2020-0066,2020-12-07,2020,12,7,CONDUCTOR,MOTO,MASCULINO,27,2020-12-07 00:00:00,2020-0066,1,4,AUTOPISTA,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),10,-58.50178784,-34.63593897,MOTO-OBJETO FIJO,OBJETO FIJO,
2020-0067,2020-12-11,2020,12,11,PEATON,PEATON,MASCULINO,51,2020-12-11 00:00:00,2020-0067,1,22,AVENIDA,SAENZ AV. y BEAZLEY,4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0068,2020-12-12,2020,12,12,CONDUCTOR,MOTO,MASCULINO,71,2020-12-20 00:00:00,2020-0068,1,20,AVENIDA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.39731474,-34.58307887,MOTO-AUTO,AUTO,1.0
2020-0069,2020-12-15,2020,12,15,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25,2020-12-15 00:00:00,2020-0069,1,5,AVENIDA,"INDEPENDENCIA AV. y SAENZ PEÃ‘A, LUIS, PRES.",1,-58.38746381,-34.61790839,MOTO-PASAJEROS,PASAJEROS,1.0
2020-0070,2020-12-17,2020,12,17,PEATON,PEATON,FEMENINO,81,2020-12-22 00:00:00,2020-0070,1,15,AVENIDA,"CALLAO AV. y LAS HERAS, GENERAL",2,-58.39189441,-34.59176378,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0071,2020-12-17,2020,12,17,PEATON,PEATON,MASCULINO,4,2020-12-17 00:00:00,2020-0071,1,23,AVENIDA,SAN PEDRITO AV. y DIRECTORIO AV.,7,-58.46749188,-34.63551751,PEATON-AUTO,AUTO,1.0
2020-0072,2020-12-19,2020,12,19,CICLISTA,BICICLETA,MASCULINO,42,2020-12-19 00:00:00,2020-0072,1,3,AVENIDA,"JUJUY AV. y CALVO, CARLOS",3,-58.40280471,-34.62113271,BICICLETA-AUTO,AUTO,1.0
2020-0073,2020-12-20,2020,12,20,CONDUCTOR,MOTO,MASCULINO,56,2020-12-20 00:00:00,2020-0073,1,7,AVENIDA,27 DE FEBRERO AV. y ESCALADA AV.,8,-58.44451316,-34.68475866,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2020-0074,2020-12-20,2020,12,20,CONDUCTOR,AUTO,MASCULINO,39,2020-12-20 00:00:00,2020-0074,1,21,AVENIDA,BOGOTA y NAZCA AV.,7,-58.47110424,-34.62742408,AUTO-AUTO,AUTO,1.0
2020-0075,2020-12-23,2020,12,23,PEATON,PEATON,MASCULINO,23,2020-12-23 00:00:00,2020-0075,1,14,AVENIDA,CORRIENTES AV. y 9 DE JULIO AV.,1,-58.38220928,-34.60373898,PEATON-PASAJEROS,PASAJEROS,1.0
2020-0076,2020-12-24,2020,12,24,CONDUCTOR,AUTO,FEMENINO,78,2021-01-17 00:00:00,2020-0076,1,12,AVENIDA,ALVAREZ JONTE AV. y CHIVILCOY,10,-58.49794468,-34.61565025,AUTO-PASAJEROS,PASAJEROS,1.0
2020-0077,2020-12-25,2020,12,25,CONDUCTOR,MOTO,FEMENINO,30,2020-12-25 00:00:00,2020-0077,2,6,AVENIDA,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,AUTO,1.0
2020-0077,2020-12-25,2020,12,25,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24,2020-12-25 00:00:00,2020-0077,2,6,AVENIDA,SAN MARTIN AV. y PUNTA ARENAS,15,-58.47220945,-34.60111373,MOTO-AUTO,AUTO,1.0
2020-0078,2020-12-25,2020,12,25,CICLISTA,BICICLETA,MASCULINO,26,2020-12-25 00:00:00,2020-0078,1,5,CALLE,BARCO CENTENERA DEL 1118,7,-58.43706741,-34.63217813,BICICLETA-PASAJEROS,PASAJEROS,0.0
2020-0079,2020-12-27,2020,12,27,CONDUCTOR,MOTO,MASCULINO,28,2020-12-27 00:00:00,2020-0079,1,4,GRAL PAZ,"PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",12,-58.49332664,-34.54836855,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0001,2021-01-06,2021,1,6,CONDUCTOR,MOTO,MASCULINO,36,2021-01-06 00:00:00,2021-0001,1,18,AUTOPISTA,AU FRONDIZI KM. 3,1,-58.37960727,-34.62622851,MOTO-AUTO,AUTO,
2021-0002,2021-01-07,2021,1,7,CONDUCTOR,MOTO,FEMENINO,47,2021-01-07 00:00:00,2021-0002,1,10,AVENIDA,"CASTRO, EMILIO AV. y MURGUIONDO",9,-58.51061062,-34.64972472,MOTO-CARGAS,CARGAS,1.0
2021-0003,2021-01-10,2021,1,10,CONDUCTOR,MOTO,MASCULINO,27,2021-01-10 00:00:00,2021-0003,1,7,AUTOPISTA,AUTOPISTA 25 DE MAYO KM. 3.7,7,-58.43052224,-34.62941648,MOTO-OBJETO FIJO,OBJETO FIJO,
2021-0004,2021-01-11,2021,1,11,PEATON,PEATON,FEMENINO,61,2021-01-11 00:00:00,2021-0004,1,9,AVENIDA,CASEROS AV. y GUARANI,5,-58.41455544,-34.63866836,PEATON-CARGAS,CARGAS,1.0
2021-0005,2021-01-11,2021,1,11,PEATON,PEATON,MASCULINO,73,2021-01-14 00:00:00,2021-0005,1,21,AVENIDA,"PERON, EVA AV. 3800",9,-58.46774439,-34.64730145,PEATON-AUTO,AUTO,0.0
2021-0006,2021-01-12,2021,1,12,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23,2021-01-12 00:00:00,2021-0006,1,21,AUTOPISTA,AUTOPISTA ARTURO ILLIA y SARMIENTO AV.,14,-58.40786274,-34.56726817,MOTO-CARGAS,CARGAS,1.0
2021-0007,2021-01-18,2021,1,18,CONDUCTOR,MOTO,MASCULINO,84,2021-01-26 00:00:00,2021-0007,1,10,AVENIDA,DE LOS CONSTITUYENTES AV. y GIRIBONE,15,-58.48744301,-34.58622275,MOTO-MOTO,MOTO,1.0
2021-0008,2021-01-22,2021,1,22,PEATON,PEATON,MASCULINO,28,2021-01-22 00:00:00,2021-0008,1,23,AVENIDA,"SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,PEATON-PASAJEROS,PASAJEROS,1.0
2021-0009,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,31,2021-01-23 00:00:00,2021-0009,1,5,AVENIDA,PAYSANDU y GAONA AV.,6,-58.45351111,-34.61134937,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0010,2021-01-23,2021,1,23,CONDUCTOR,MOTO,MASCULINO,28,2021-01-23 00:00:00,2021-0010,1,8,GRAL PAZ,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.50073810,-34.54979510,MOTO-AUTO,AUTO,1.0
2021-0011,2021-01-27,2021,1,27,PEATON,PEATON,MASCULINO,21,2021-01-27 00:00:00,2021-0011,1,1,AVENIDA,SANTA FE AV. 1675,2,-58.39144148,-34.59564871,PEATON-AUTO,AUTO,0.0
2021-0013,2021-01-31,2021,1,31,CONDUCTOR,MOTO,MASCULINO,41,2021-01-31 00:00:00,2021-0013,1,6,AVENIDA,"FALCON, RAMON L.,CNEL. y OLIVERA AV.",10,-58.48727942,-34.63652467,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0014,2021-02-02,2021,2,2,PEATON,PEATON,MASCULINO,28,2021-02-18 00:00:00,2021-0014,1,0,AVENIDA,SAN MARTIN AV. y NOGOYA,15,-58.48328708,-34.59779521,PEATON-AUTO,AUTO,1.0
2021-0015,2021-02-06,2021,2,6,CONDUCTOR,MOTO,MASCULINO,26,2021-02-06 00:00:00,2021-0015,1,3,AVENIDA,SAN MARTIN AV. y TINOGASTA,15,-58.49018543,-34.59724990,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0016,2021-02-14,2021,2,14,CONDUCTOR,AUTO,MASCULINO,22,2021-02-14 00:00:00,2021-0016,1,5,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO",8,-58.47230127,-34.68482689,AUTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0017,2021-02-17,2021,2,17,CONDUCTOR,MOTO,MASCULINO,33,2021-02-17 00:00:00,2021-0017,1,4,AVENIDA,SALTA y CASEROS AV.,1,-58.38262614,-34.63168269,MOTO-PASAJEROS,PASAJEROS,1.0
2021-0018,2021-02-20,2021,2,20,PEATON,PEATON,MASCULINO,36,2021-03-08 00:00:00,2021-0018,1,19,CALLE,"JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.41047268,-34.60793518,PEATON-AUTO,AUTO,1.0
2021-0019,2021-02-21,2021,2,21,CONDUCTOR,MOTO,MASCULINO,30,2021-02-21 00:00:00,2021-0019,1,1,AVENIDA,"TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.",12,-58.49659234,-34.56353635,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0021,2021-02-26,2021,2,26,CONDUCTOR,MOTO,MASCULINO,39,2021-03-04 00:00:00,2021-0021,1,5,CALLE,"YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE",3,-58.41168345,-34.61185625,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
2021-0022,2021-02-28,2021,2,28,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68,2021-03-06 00:00:00,2021-0022,1,12,AVENIDA,DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.,13,-58.45157681,-34.55217303,PASAJEROS-SD,SD,1.0
2021-0024,2021-03-03,2021,3,3,CICLISTA,BICICLETA,MASCULINO,5,2021-03-03 00:00:00,2021-0024,1,16,AVENIDA,"PERON, EVA AV. y PIEDRA BUENA AV.",9,-58.49573651,-34.67006054,BICICLETA-CARGAS,CARGAS,1.0
2021-0025,2021-03-11,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37,2021-03-11 00:00:00,2021-0025,1,3,GRAL PAZ,"PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.",8,-58.48695354,-34.68795245,MOTO-OTRO,OTRO,1.0
2021-0026,2021-03-15,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36,2021-03-15 00:00:00,2021-0026,1,2,AUTOPISTA,"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO",4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,OBJETO FIJO,
2021-0027,2021-03-16,2021,3,16,CONDUCTOR,MOTO,FEMENINO,19,2021-03-16 00:00:00,2021-0027,1,15,GRAL PAZ,"PAZ, GRAL. AV. y DONADO",12,-58.49491054,-34.54795581,MOTO-CARGAS,CARGAS,1.0
2021-0029,2021-03-31,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26,2021-04-02 00:00:00,2021-0029,1,18,AVENIDA,"FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.",7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,1.0
2021-0030,2021-04-03,2021,4,3,PEATON,PEATON,MASCULINO,36,2021-04-07 00:00:00,2021-0030,1,18,CALLE,FINOCHIETTO ENRIQUE DR. 1623,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PASAJEROS,0.0
2021-0031,2021-04-07,2021,4,7,PEATON,PEATON,FEMENINO,68,2021-04-11 00:00:00,2021-0031,1,10,AVENIDA,9 DE JULIO AV. e INDEPENDENCIA AV.,1,-58.38113667,-34.61765323,PEATON-CARGAS,CARGAS,1.0
2021-0032,2021-04-10,2021,4,10,PEATON,PEATON,MASCULINO,60,2021-04-29 00:00:00,2021-0032,1,19,AUTOPISTA,"CANTILO, INT. y GUIRALDES, INT.",13,-58.44112678,-34.54538956,PEATON-MOTO,MOTO,1.0
2021-0033,2021-04-14,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33,2021-04-14 00:00:00,2021-0033,1,17,AUTOPISTA,AUTOPISTA 25 DE MAYO y BOEDO AV.,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,OBJETO FIJO,
2021-0034,2021-04-19,2021,4,19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2021-04-19 00:00:00,2021-0034,1,14,AVENIDA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.40184094,-34.64546845,MOTO-CARGAS,CARGAS,1.0
2021-0035,2021-05-03,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24,2021-05-03 00:00:00,2021-0035,1,9,AVENIDA,"JANER, ANA MARIA y LAFUENTE AV.",8,-58.44642231,-34.65679806,MOTO-CARGAS,CARGAS,1.0
2021-0036,2021-05-09,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36,2021-05-09 00:00:00,2021-0036,1,6,GRAL PAZ,"PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,OBJETO FIJO,1.0
